,mtkid,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function.,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,HarmVirtue,HarmVice,FairnessVirtue,FairnessVice,IngroupVirtue,IngroupVice,AuthorityVirtue,AuthorityVice,PurityVirtue,PurityVice,anger_nrc,anticipation_nrc,disgust_nrc,fear_nrc,joy_nrc,negative_nrc,positive_nrc,sadness_nrc,surprise_nrc,trust_nrc
291,aAA6K05EFU11,16765,61.11,63.79,35.24,38.04,16765,18.54,80.81,48.3,13.89,8.97,4.06,0.91,2.06,1.22,0.73,4.92,5.91,11.76,8.69,4.66,5.35,2.07,15.5,4.12,1.93,1.71,1.49,1.69,6.14,3.38,2.68,0.41,1.04,0.5,10.33,0.48,0.24,0.97,1.36,10.81,1.97,1.83,1.5,2.1,1.64,3.0,3.2,1.64,0.81,0.51,2.44,0.81,0.65,0.33,0.55,7.56,1.99,1.41,3.07,1.41,0.54,3.44,10.44,1.25,12.43,1.58,5.71,5.3,2.05,1.13,0.26,0.8,0.45,0.41,2.28,0.64,1.25,0.29,0.18,0.04,0,0,0,0,0,0,0,0,0,0,0,0.08,0.17,0.1,0.05,0.14,0.02,0.18,0.02,0.04,0.02,0.0221864376453748,0.0257052543687004,0.0171169559253295,0.0259438182143496,0.0246913580246914,0.0483688197053736,0.0533786604640067,0.0265998687898849,0.0147313174688376,0.0310132999343949
292,aA2NGMLBFU11,5987,48.63,39.71,66.77,72.94,5987,15.8,84.52,50.79,16.05,10.42,6.93,0.27,2.15,0.62,0.45,5.63,6.15,11.01,9.07,5.73,5.43,2.3,18.54,4.26,1.69,1.6,1.6,1.72,6.35,4.41,1.89,0.12,0.55,0.55,8.6,0.22,0.48,0.47,0.48,12.06,2.57,1.39,1.59,2.94,1.35,3.96,3.11,1.2,1.09,0.53,3.34,0.62,0.63,0.13,1.77,6.41,2.09,1.32,1.8,1.55,0.43,4.46,11.74,1.2,12.34,1.79,5.58,5.03,1.6,2.3,0.35,0.57,0.35,0.12,2.99,0.43,1.14,0.73,0.77,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0.03,0.0,0.0,0.1,0.02,0.05,0.0,0.05,0.02,0.010187040748163,0.0233800935203741,0.00968603874415498,0.0121910487641951,0.0240480961923848,0.0252171008684035,0.0464261857047428,0.0125250501002004,0.0131930527722111,0.0222110888443554
293,aA1R37XA9U11,2171,82.06,76.24,17.27,46.11,2171,19.81,74.53,42.24,10.36,7.69,2.35,0.74,2.3,1.57,0.74,2.67,5.2,13.54,6.96,3.5,4.28,1.75,14.65,3.87,1.15,1.34,2.58,1.38,6.49,3.78,2.67,0.55,1.24,0.18,10.27,0.37,0.37,1.24,1.34,8.66,1.52,1.66,2.21,1.61,1.43,1.84,2.44,1.2,0.88,0.32,2.03,0.69,1.06,0.0,0.28,9.17,2.58,1.47,4.05,1.34,0.64,2.81,9.07,1.89,13.4,1.89,7.97,3.68,2.99,1.34,0.55,1.29,0.18,0.23,1.15,0.23,0.6,0.14,0.09,0.0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.18,0.14,0.0,0.0,0.05,0.14,0.0,0.09,0.05,0.0211883924458775,0.0257945647167204,0.0165822201750345,0.0225702441271304,0.0225702441271304,0.0396130815292492,0.0497466605251036,0.015660985720866,0.0124366651312759,0.0368493781667434
294,aAYNUK54JU11,161,65.08,75.29,27.39,93.61,161,14.91,77.64,47.2,13.66,6.21,0.62,0.0,4.35,0.0,1.24,7.45,6.21,10.56,7.45,6.21,1.86,3.11,19.25,4.35,1.86,3.73,1.24,0.62,5.59,4.97,0.62,0.0,0.0,0.62,8.7,0.0,0.0,0.0,0.0,12.42,3.73,2.48,1.24,0.62,1.86,2.48,5.59,4.35,1.24,0.0,1.86,0.62,0.0,0.62,0.62,4.35,1.24,3.11,1.86,1.24,0.0,4.35,16.15,0.62,11.8,4.35,4.97,2.48,1.86,1.24,0.0,0.0,0.0,0.0,2.48,0.0,1.86,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0124223602484472,0.0062111801242236,0.0062111801242236,0.0,0.0124223602484472,0.0248447204968944,0.0559006211180124,0.0062111801242236,0.0062111801242236,0.0372670807453416
295,aA2S3SV1LU11,5896,76.71,71.22,81.09,93.89,5896,14.01,76.98,39.03,9.92,6.09,2.37,1.63,1.75,0.15,0.19,3.82,4.26,10.96,6.73,5.34,2.73,1.22,19.52,5.7,1.85,0.47,2.54,2.37,7.51,5.95,1.56,0.1,0.41,0.41,7.5,0.24,0.83,0.05,0.58,6.38,0.66,0.68,1.03,2.17,1.39,1.39,1.58,0.86,0.34,0.29,3.8,0.34,2.83,0.03,0.27,9.14,4.12,1.88,2.44,2.15,0.41,1.98,16.6,2.56,23.05,4.34,6.28,12.64,1.37,2.15,0.15,0.37,0.12,0.08,3.26,0.29,2.39,0.32,0.22,0.0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.0,0.0,0.03,0.02,0.08,0.02,0.0,0.0,0.012550881953866999,0.0345997286295794,0.00848032564450475,0.0122116689280868,0.0223880597014925,0.0325644504748982,0.0396879240162822,0.0172998643147897,0.0179782903663501,0.0218792401628223
296,aA3EYWJCIU11,17501,92.45,77.43,23.17,93.65,17501,16.43,73.57,42.25,8.89,5.18,1.2,1.22,1.47,0.82,0.46,3.71,7.63,14.17,6.56,3.19,3.0,1.01,13.35,4.15,1.85,0.78,4.12,1.71,6.51,5.43,1.07,0.07,0.41,0.24,8.94,0.11,0.38,0.03,1.34,6.91,0.89,1.17,1.17,1.92,1.09,1.77,2.4,1.65,0.5,0.25,0.87,0.3,0.2,0.06,0.13,11.47,4.27,3.98,4.13,3.47,0.27,2.42,9.84,1.46,14.73,2.08,6.82,6.02,1.69,2.64,0.23,0.43,0.13,0.07,1.54,0.12,0.95,0.17,0.11,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0.0,0.01,0.05,0.01,0.16,0.01,0.02,0.01,0.0134270369100674,0.0353673865843904,0.00702776825505656,0.00942749400068564,0.0283967546566107,0.0218832133470461,0.0513084218946406,0.0127985373100217,0.0236544394926294,0.0312535710204548
297,aA2GTYOM6U11,44876,86.06,78.53,28.42,91.54,44876,21.71,78.75,44.49,11.29,7.51,2.75,1.17,2.39,0.72,0.48,3.75,7.94,12.78,6.51,3.11,4.53,1.07,13.12,5.31,1.66,1.23,1.35,1.8,6.93,5.44,1.39,0.22,0.34,0.45,10.04,0.39,0.31,1.56,0.56,8.44,2.06,1.19,1.15,1.83,1.55,1.83,3.67,1.61,1.18,0.59,2.59,0.79,0.91,0.07,0.45,7.03,2.92,1.42,1.96,1.15,0.42,1.93,9.14,0.96,12.8,1.76,6.18,4.97,2.3,2.15,0.37,0.47,1.28,0.27,0.67,0.05,0.34,0.14,0.11,0.0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.07,0.01,0.0,0.17,0.01,0.15,0.01,0.35,0.01,0.012164420184917,0.0328394786677064,0.008020496825220009,0.0180015595410493,0.0420184917010137,0.0262225687868999,0.0746351787902417,0.0166648100701793,0.0169321599643533,0.0381419182354907
298,aA3I668PEU11,3949,76.99,55.02,60.61,85.24,3949,16.26,81.11,45.78,13.98,10.38,6.81,0.18,2.63,0.56,0.2,3.6,5.65,13.88,6.51,4.41,3.72,1.52,14.51,4.91,1.77,1.11,1.47,1.72,8.96,6.13,2.73,0.38,1.09,0.56,9.8,0.53,0.28,1.19,0.41,8.13,1.29,1.16,1.44,1.67,1.39,2.25,3.82,1.16,1.82,0.58,3.11,0.89,0.48,0.46,0.73,7.39,2.41,1.49,2.86,1.85,0.51,2.48,9.95,1.34,14.26,1.95,7.6,4.89,1.04,2.15,0.43,0.73,0.41,0.33,3.55,0.76,2.23,0.53,0.15,0.03,0,0,0,0,0,0,0,0,0,0,0,0.0,0.15,0.1,0.0,0.18,0.0,0.08,0.05,0.03,0.08,0.019746835443038003,0.0275949367088608,0.0169620253164557,0.0205063291139241,0.0354430379746835,0.0329113924050633,0.0592405063291139,0.0167088607594937,0.0126582278481013,0.0293670886075949
299,aA5P78B8PU11,11832,62.82,57.54,37.31,76.14,11832,17.2,82.4,50.41,13.62,7.23,2.82,1.15,2.04,0.74,0.49,6.36,6.96,11.75,8.84,4.9,5.48,2.25,16.76,4.05,1.81,1.78,2.09,1.63,6.85,4.76,2.04,0.32,0.43,0.59,8.15,0.1,0.14,0.3,0.75,12.92,3.01,1.73,1.66,2.6,1.6,4.28,2.56,1.07,0.83,0.47,2.09,0.57,1.08,0.06,0.24,7.01,1.97,1.3,2.19,1.48,0.71,2.56,12.46,1.6,11.34,1.52,6.29,3.58,1.94,1.16,0.13,0.37,1.96,0.3,1.63,0.08,1.03,0.3,0.25,0.04,0,0,0,0,0,0,0,0,0,0,0,0.06,0.03,0.03,0.02,0.11,0.01,0.1,0.0,0.14,0.04,0.0147058823529412,0.0359195402298851,0.0109026369168357,0.0242562542258283,0.0338066260987153,0.030341446923597,0.0628803245436105,0.0180020283975659,0.0137762001352265,0.0382860040567951
300,aA1XBAS3AU11,19476,35.34,49.1,64.21,21.96,19476,12.72,87.38,52.07,19.21,13.79,7.94,0.36,3.85,1.08,0.55,5.42,5.17,10.64,8.75,5.89,5.5,2.66,18.26,4.73,2.0,2.04,1.67,1.71,8.26,3.93,4.17,0.34,2.19,0.81,11.8,0.59,0.68,1.05,1.27,11.73,2.06,1.61,2.06,2.56,1.79,3.34,3.23,1.48,0.89,0.74,4.18,1.5,0.85,1.02,0.74,7.07,2.43,0.96,1.91,1.8,0.68,3.22,13.14,1.41,12.99,1.97,5.71,5.44,1.01,1.39,0.33,0.27,0.3,0.28,5.47,2.3,2.58,0.41,0.25,0.03,0,0,0,0,0,0,0,0,0,0,0,0.13,0.11,0.01,0.0,0.13,0.0,0.09,0.0,0.05,0.02,0.022741273100616,0.0256673511293634,0.0200718685831622,0.0228952772073922,0.0265400410677618,0.0447638603696099,0.042864476386037006,0.0219712525667351,0.0138603696098563,0.0241786447638604
301,aA3L2VS39U11,36269,90.58,78.97,22.38,31.41,36269,22.38,74.77,40.77,8.76,5.42,1.19,1.02,1.81,0.93,0.46,3.34,6.01,14.23,6.18,3.31,3.29,1.22,12.37,4.43,1.62,1.4,2.35,1.42,6.76,3.52,3.19,0.42,1.25,0.6,9.72,0.47,0.34,0.61,1.19,7.77,1.63,1.48,1.22,1.48,1.19,1.78,2.25,1.06,0.57,0.5,2.51,0.54,1.07,0.25,0.69,9.29,2.63,1.63,4.45,1.38,0.8,2.43,8.62,0.92,13.99,1.8,7.93,4.35,3.04,1.25,0.6,1.3,0.37,0.69,0.79,0.31,0.26,0.11,0.08,0.01,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.06,0.01,0.29,0.04,0.28,0.07,0.06,0.02,0.025088222320247003,0.0263288486987208,0.0168725187472431,0.0341034406704896,0.0234064843405382,0.0517754741949713,0.0576202029113366,0.0269905161005734,0.0189126599029554,0.0404444199382444
302,aA319HGTKU11,35253,55.56,48.83,66.95,86.04,35253,16.44,86.38,52.3,15.76,9.38,5.43,0.26,2.98,0.13,0.59,6.35,6.18,12.97,8.88,5.23,6.3,1.96,18.28,5.19,2.67,1.63,1.61,2.87,6.0,4.69,1.23,0.27,0.26,0.28,8.01,0.09,0.14,0.06,0.21,15.37,3.23,2.38,2.47,4.22,1.72,4.1,2.25,1.04,0.53,0.54,1.11,0.37,0.34,0.02,0.33,8.17,1.43,2.48,2.18,2.83,0.44,3.49,12.67,1.31,13.48,1.74,5.82,6.03,3.63,0.75,0.1,0.57,0.05,0.06,0.99,0.06,0.41,0.26,0.18,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0.05,0.01,0.01,0.1,0.02,0.14,0.0,0.05,0.0,0.00953110373585227,0.0302101948770317,0.00646753467789975,0.0118855132896491,0.0237993929594644,0.021246418744504,0.0552577085638102,0.0104388279011715,0.0147221513062718,0.027373556860409
303,aAGWEXUS5U11,11440,74.86,70.8,20.95,44.67,11440,18.99,78.64,47.53,11.55,6.66,1.74,0.8,2.46,1.01,0.66,4.89,7.12,13.12,8.46,4.75,4.77,2.28,15.25,4.41,2.39,1.88,2.19,2.05,6.17,3.58,2.54,0.38,0.91,0.43,9.86,0.24,0.24,0.46,0.96,11.19,2.15,1.87,1.38,2.6,1.48,3.24,2.27,1.1,0.71,0.32,1.24,0.46,0.31,0.14,0.27,7.55,2.37,1.58,2.81,1.34,0.66,2.74,10.82,0.99,11.41,1.61,6.41,3.62,2.8,1.1,0.22,1.46,1.21,0.26,1.14,0.38,0.31,0.26,0.21,0.01,0,0,0,0,0,0,0,0,0,0,0,0.11,0.09,0.03,0.03,0.3,0.03,0.17,0.04,0.03,0.02,0.0181818181818182,0.0257867132867133,0.0117132867132867,0.0198426573426573,0.0212412587412587,0.0356643356643357,0.0501748251748252,0.0163461538461538,0.0118881118881119,0.0336538461538462
304,aA2NBBQ3DU11,1898,88.03,56.28,31.28,78.79,1898,20.76,54.79,22.66,6.85,5.11,2.79,0.32,1.32,0.26,0.42,1.74,2.27,7.59,2.95,2.16,1.95,0.42,7.64,2.53,1.21,0.32,13.28,0.95,3.53,3.21,0.32,0.0,0.16,0.0,4.16,0.05,0.11,0.11,0.21,4.06,1.05,0.9,0.37,0.9,0.42,0.95,1.74,1.05,0.37,0.26,1.53,0.21,0.58,0.0,0.74,4.37,0.84,1.74,1.58,1.79,0.05,1.9,5.69,0.37,13.91,0.68,10.38,2.85,1.16,1.48,0.32,7.22,0.0,0.11,1.37,0.05,1.11,0.79,0.0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.0,0.05,0.0,0.0,0.0,0.0,0.21,0.05,0.0,0.0,0.0021085925144965698,0.0780179230363732,0.00263574064312072,0.00738007380073801,0.0115972588297312,0.011070110701107002,0.0927780706378492,0.0036900369003690005,0.00948866631523458,0.0168687401159726
305,aA1Y6VW62U11,1211,59.48,46.7,19.57,82.1,1211,23.29,69.45,39.06,10.16,5.78,3.14,0.33,1.73,0.5,0.08,4.38,4.29,8.09,7.76,5.28,4.62,2.15,11.23,3.96,2.31,1.65,0.83,1.49,5.95,4.54,1.4,0.08,0.66,0.08,6.03,0.17,0.08,0.5,0.83,9.74,1.73,2.23,1.24,1.49,1.57,3.55,1.65,0.5,0.83,0.33,1.4,0.17,0.74,0.17,0.33,6.11,1.07,1.32,2.73,1.24,0.5,1.4,9.41,0.99,9.17,0.91,4.62,3.55,3.96,0.83,0.08,1.16,0.08,0.08,2.48,0.08,1.73,1.16,0.08,0.0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0.08,0.0,0.0,0.0,0.41,0.17,0.08,0.0,0.0198183319570603,0.0379851362510322,0.014037985136251,0.0222956234516928,0.023121387283237003,0.0346820809248555,0.0553261767134599,0.014037985136251,0.0107349298100743,0.032204789430223
306,aABMX8XUNU11,34217,87.18,48.26,56.67,65.2,34217,17.08,78.24,42.15,10.14,6.03,3.83,0.23,1.1,0.51,0.35,4.11,6.42,13.86,6.33,4.18,3.3,1.39,13.51,6.36,2.17,0.99,4.0,1.66,7.73,4.9,2.81,0.6,0.93,0.46,6.22,0.3,0.3,0.67,0.68,8.19,1.61,0.99,1.0,1.65,1.38,2.32,2.81,1.89,0.41,0.36,2.24,0.79,0.55,0.27,0.57,6.56,1.67,1.75,2.26,1.91,0.44,2.17,9.43,0.78,15.75,1.81,5.53,7.51,1.97,2.87,0.33,0.44,0.42,0.96,1.6,0.44,0.49,0.45,0.23,0.01,0,0,0,0,0,0,0,0,0,0,0,0.04,0.16,0.02,0.01,0.2,0.01,0.08,0.02,0.04,0.03,0.0232925154163135,0.0324107899582079,0.0189379548177806,0.0259227869187831,0.0260396878744484,0.0420258935616799,0.0477540403892802,0.0219773796650788,0.0164245842709764,0.0307157261010609
307,aA1U3TT3VU11,9638,54.92,65.19,61.58,86.4,9638,16.14,83.98,51.35,15.41,10.11,4.93,0.61,2.99,0.61,0.96,5.28,5.54,12.54,8.83,5.1,6.13,1.83,16.59,4.77,1.94,1.69,2.03,1.95,7.2,5.3,1.81,0.26,0.55,0.49,10.54,0.26,0.31,0.62,0.72,11.77,2.39,1.51,1.65,2.75,1.73,3.24,2.33,1.11,0.49,0.59,2.17,0.53,0.61,0.26,0.31,6.96,2.52,1.33,1.93,1.62,0.42,2.87,12.59,1.66,14.47,2.0,6.68,6.1,0.94,0.77,0.27,0.58,0.43,0.07,1.91,0.25,1.18,0.32,0.19,0.0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.18,0.02,0.0,0.08,0.03,0.12,0.01,0.04,0.01,0.0128644050212678,0.0317460317460317,0.00923332295881315,0.0145243282498184,0.0344434069924266,0.028322440087146,0.0599647266313933,0.0160805062765847,0.0146280734516029,0.0312273057371097
308,aA2M3KQ9CU11,521,81.78,52.3,54.57,99.0,521,15.55,70.44,39.54,10.56,8.25,4.99,0.58,2.11,0.0,0.58,2.3,5.18,11.71,5.76,4.41,2.88,1.54,14.4,3.45,1.34,0.38,3.65,1.34,8.83,7.49,1.34,0.19,0.58,0.38,7.87,0.38,0.96,0.0,0.19,8.25,0.96,0.96,1.15,2.3,1.73,3.07,1.92,0.96,0.77,0.19,1.15,0.19,0.58,0.19,0.0,9.02,2.3,2.69,3.45,3.84,0.38,2.69,10.94,0.77,13.82,3.07,5.37,5.57,1.15,1.15,0.96,0.77,0.38,0.0,2.3,0.38,0.38,1.54,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0134357005758157,0.0326295585412668,0.00959692898272553,0.00767754318618042,0.0249520153550864,0.0134357005758157,0.0556621880998081,0.00575815738963532,0.017274472168906003,0.0230326295585413
309,aA3BL2ZEOU11,44,75.34,1.2,99.0,1.0,44,13.64,97.73,61.36,13.64,11.36,11.36,0.0,0.0,0.0,0.0,2.27,9.09,18.18,4.55,6.82,9.09,4.55,18.18,4.55,4.55,6.82,2.27,0.0,11.36,2.27,9.09,4.55,0.0,2.27,0.0,0.0,0.0,0.0,0.0,15.91,4.55,2.27,0.0,2.27,0.0,6.82,4.55,2.27,0.0,2.27,2.27,0.0,2.27,0.0,0.0,4.55,0.0,0.0,2.27,2.27,0.0,4.55,18.18,0.0,25.0,2.27,11.36,11.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227272727272727,0.0681818181818182,0.0,0.0227272727272727,0.0,0.0909090909090909,0.0,0.0681818181818182,0.0227272727272727,0.0
310,aATOV0H5KU11,17197,94.72,62.2,25.28,91.19,17197,23.33,64.15,25.88,4.19,2.92,1.37,0.25,1.0,0.13,0.17,1.27,2.17,12.4,1.86,3.74,2.48,0.56,6.19,7.0,1.48,0.53,6.95,1.8,7.26,5.63,1.63,0.19,0.29,0.42,4.59,0.7,0.07,0.66,0.25,5.22,1.45,1.17,0.47,0.97,0.83,0.79,2.64,0.95,0.18,1.04,4.62,1.09,0.94,0.05,2.52,5.91,1.37,1.23,2.26,1.53,0.76,0.99,4.68,0.42,14.0,1.17,8.37,4.53,2.12,2.19,1.22,7.41,0.83,0.08,0.79,0.02,0.67,0.04,0.05,0.0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.01,0.01,0.0,0.32,0.0,0.07,0.0,0.12,0.0,0.0134325754492063,0.0305285805663779,0.007501308367738559,0.0166308076990173,0.0329127173344188,0.0273303483165668,0.0559399895330581,0.0115136360993196,0.0174449031807873,0.0348316566843054
311,aA24DDWABU11,111,24.45,92.51,8.11,87.53,111,16.22,87.39,47.75,19.82,12.61,4.5,0.0,6.31,0.9,0.9,7.21,3.6,6.31,9.01,6.31,4.5,0.9,20.72,7.21,2.7,3.6,0.9,0.9,11.71,7.21,3.6,1.8,0.0,0.0,16.22,0.0,0.0,0.9,0.0,13.51,1.8,1.8,7.21,3.6,0.0,2.7,3.6,1.8,0.9,0.9,2.7,0.0,0.0,0.0,0.0,9.91,3.6,1.8,0.9,2.7,1.8,0.9,16.22,0.0,11.71,2.7,3.6,5.41,2.7,2.7,0.0,1.8,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045045045045045,0.0,0.009009009009009009,0.0540540540540541,0.03603603603603601,0.0990990990990991,0.018018018018018004,0.018018018018018004,0.045045045045045
312,aA32OQIKGU11,5152,57.45,50.08,44.23,27.38,5152,17.92,81.48,50.82,15.06,8.7,4.39,0.49,1.65,1.26,0.91,6.35,6.89,11.68,8.73,5.65,5.18,2.27,15.88,4.52,2.48,1.69,1.82,2.21,4.97,2.5,2.41,0.31,1.18,0.35,8.5,0.02,0.27,0.19,1.57,11.45,2.08,1.96,1.42,2.52,1.65,3.44,2.74,1.49,0.7,0.37,2.25,1.16,0.29,0.47,0.37,5.94,1.34,1.03,2.37,1.48,0.49,4.02,9.94,0.93,12.91,2.08,6.62,4.35,1.09,1.57,0.1,0.52,0.33,0.14,2.14,0.52,0.66,0.58,0.43,0.06,0,0,0,0,0,0,0,0,0,0,0,0.0,0.12,0.02,0.0,0.08,0.0,0.12,0.04,0.04,0.04,0.0149427517950708,0.0201824180089268,0.0137783815253251,0.0199883562973025,0.0166893071996895,0.0343489229575005,0.0454104405200854,0.0131961963904522,0.00989714729283912,0.0256161459344071
313,aA2S6QOCFU11,3260,93.12,64.49,34.94,98.77,3260,19.45,68.93,39.48,7.73,5.09,2.61,0.43,1.87,0.09,0.09,2.64,7.42,13.5,4.51,4.42,3.59,0.83,11.23,2.91,1.07,1.29,5.52,0.74,7.42,6.63,0.8,0.09,0.37,0.21,6.13,0.03,0.34,0.06,0.12,5.4,0.86,0.8,1.1,1.44,0.67,1.2,2.64,0.83,1.17,0.18,0.55,0.09,0.25,0.03,0.15,8.56,1.56,4.48,5.34,5.06,0.31,2.15,8.34,0.52,15.21,3.5,8.07,3.77,1.6,1.47,0.31,1.17,0.03,0.18,0.64,0.09,0.34,0.15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.09,0.0,0.03,0.03,0.0,0.09,0.0,0.25,0.0,0.00521472392638037,0.0113496932515337,0.00276073619631902,0.00736196319018405,0.0098159509202454,0.0122699386503067,0.0395705521472393,0.00582822085889571,0.0113496932515337,0.0190184049079755
314,aA6MWJK1YU11,2759,38.38,39.83,66.95,79.83,2759,12.94,81.84,50.24,15.55,9.79,5.58,0.54,2.54,0.76,0.36,5.76,4.1,11.45,9.03,7.5,6.23,2.32,18.01,4.82,2.57,1.7,1.99,2.03,7.94,5.44,2.46,0.22,1.16,0.47,7.54,0.18,0.22,0.14,1.01,13.16,2.68,1.74,1.99,2.65,1.63,4.28,2.75,1.01,0.76,0.87,2.1,0.58,0.58,0.25,0.58,6.34,1.49,1.52,2.07,1.52,0.51,2.9,13.12,1.63,13.85,2.25,6.78,5.62,0.65,1.09,0.11,0.25,0.25,0.29,5.69,1.01,3.44,0.65,0.58,0.07,0,0,0,0,0,0,0,0,0,0,0,0.11,0.07,0.04,0.04,0.07,0.0,0.18,0.0,0.0,0.0,0.0148604566872055,0.0173976078289235,0.0134106560347952,0.0170351576658209,0.0163102573396158,0.0340703153316419,0.0369699166364625,0.0166727075027184,0.00906125407756433,0.0235592606016673
315,aA1X9D35OU11,14523,41.51,38.13,66.17,32.14,14523,14.47,86.32,51.37,16.5,11.93,8.06,0.52,2.21,0.72,0.42,4.57,5.1,11.22,9.68,6.58,5.29,2.21,18.36,5.09,2.53,1.67,1.67,2.02,8.17,4.23,3.86,0.43,1.67,0.63,8.64,0.43,0.43,0.72,0.9,11.71,2.02,1.74,1.96,2.27,2.07,3.02,2.9,1.19,0.83,0.71,3.22,1.16,0.89,0.33,0.7,7.15,1.94,1.47,2.13,1.8,0.78,2.94,13.56,1.42,13.09,1.75,5.17,6.44,1.82,0.96,0.53,0.77,0.55,0.49,3.01,1.09,1.43,0.34,0.18,0.04,0,0,0,0,0,0,0,0,0,0,0,0.08,0.21,0.03,0.0,0.09,0.01,0.19,0.0,0.1,0.05,0.0261635912971633,0.0303635362159185,0.021481685486092,0.0267144037455247,0.0265078490773892,0.0470256127788488,0.0493665656843845,0.024786560176259995,0.0160424125585238,0.0307077939961443
316,aA37LQHDHU11,14228,90.62,57.88,50.57,62.68,14228,21.98,73.83,40.23,7.46,3.55,1.22,0.58,1.08,0.19,0.48,3.91,6.06,14.05,6.56,3.99,3.02,1.57,13.16,4.63,2.21,1.29,2.66,1.87,5.26,3.57,1.62,0.16,0.34,0.42,5.4,0.18,0.16,0.05,0.34,9.36,1.67,1.88,1.67,2.38,0.91,2.25,2.33,1.38,0.39,0.39,1.17,0.26,0.41,0.03,0.5,7.13,1.29,1.66,2.73,1.32,1.01,2.52,9.0,1.21,17.8,2.62,9.29,6.11,2.81,1.42,0.34,1.18,0.04,0.27,1.15,0.03,0.56,0.44,0.14,0.0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.06,0.01,0.01,0.02,0.0,0.22,0.05,0.03,0.02,0.015113173063405,0.0275551806551385,0.00934907915085056,0.0189793336145086,0.0161675804864333,0.0344439758189231,0.0466751019260509,0.0160269928300295,0.0118796569661184,0.0292422325319837
317,aA1C3JZP9U11,135,65.01,90.87,10.08,99.0,135,14.81,84.44,51.85,17.04,12.59,3.7,1.48,5.19,0.74,1.48,4.44,7.41,12.59,8.15,3.7,4.44,2.22,14.81,7.41,3.7,1.48,0.74,0.0,11.85,9.63,2.22,0.0,1.48,0.0,15.56,0.0,0.0,0.74,0.74,4.44,0.74,0.0,2.22,2.96,0.0,1.48,5.19,2.96,2.22,0.0,2.96,1.48,0.0,0.0,0.74,8.15,5.19,2.96,2.96,2.22,0.0,3.7,9.63,2.96,10.37,2.22,5.19,3.7,2.22,3.7,0.0,0.0,1.48,0.0,2.96,1.48,0.74,0.74,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.037037037037037,0.0148148148148148,0.0296296296296296,0.0444444444444444,0.0296296296296296,0.0666666666666667,0.007407407407407409,0.0222222222222222,0.0592592592592593
